,F,T,Date,Year,Month,Day,IntervalDays
34301,sanity,jfelisky,"Mar 29, 2007",2007,3,29,87
34302,sanity,camelclass,"Mar 29, 2007",2007,3,29,87
34303,sanity,gizmosys,"Mar 29, 2007",2007,3,29,87
34304,sanity,captainsensible,"Mar 29, 2007",2007,3,29,87
34305,Karo12345,deusx,"Sep 15, 2010",2010,9,15,1353
34306,Karo12345,jmxz,"Sep 15, 2010",2010,9,15,1353
34307,Karo12345,retro,"Sep 15, 2010",2010,9,15,1353
34308,Karo12345,moneymikeyp7,"Sep 15, 2010",2010,9,15,1353
34309,Karo12345,HELLO,"Sep 15, 2010",2010,9,15,1353
34310,Karo12345,eHeaf,"Sep 15, 2010",2010,9,15,1353
34311,Karo12345,fordNlett,"Sep 15, 2010",2010,9,15,1353
34312,Karo12345,wizardonthejob,"Sep 15, 2010",2010,9,15,1353
34313,shomenbanerjee,badblood,"Oct 25, 2010",2010,10,25,1393
34314,shomenbanerjee,anordal,"Oct 25, 2010",2010,10,25,1393
34315,shomenbanerjee,winoffice,"Oct 25, 2010",2010,10,25,1393
34316,shomenbanerjee,Gloomy,"Oct 25, 2010",2010,10,25,1393
34317,shomenbanerjee,invalid,"Oct 25, 2010",2010,10,25,1393
34318,d3x0r,kibo,"Oct 21, 2009",2009,10,21,1024
34319,d3x0r,karotti,"Oct 22, 2009",2009,10,22,1025
34320,henkpoley,thebittersea,"Sep 5, 2008",2008,9,5,613
34321,henkpoley,winoffice,"Sep 5, 2008",2008,9,5,613
34322,henkpoley,datawolf,"Sep 5, 2008",2008,9,5,613
34323,henkpoley,brokencrystal,"Sep 5, 2008",2008,9,5,613
34324,henkpoley,ccpljat,"Sep 5, 2008",2008,9,5,613
34325,henkpoley,av303,"Sep 5, 2008",2008,9,5,613
34326,henkpoley,aikiwolfie,"Sep 5, 2008",2008,9,5,613
34327,henkpoley,aikiwolfie,"Sep 5, 2008",2008,9,5,613
34328,henkpoley,dmcconnell124,"Sep 5, 2008",2008,9,5,613
34329,henkpoley,mah,"Sep 5, 2008",2008,9,5,613
34330,henkpoley,dbmuse,"Sep 5, 2008",2008,9,5,613
34331,henkpoley,7oby,"Oct 16, 2008",2008,10,16,654
34332,henkpoley,winoffice,"Oct 16, 2008",2008,10,16,654
34333,henkpoley,volcano,"Oct 16, 2008",2008,10,16,654
34334,henkpoley,helmecj01,"Oct 16, 2008",2008,10,16,654
34335,henkpoley,ewalk153,"Oct 16, 2008",2008,10,16,654
34336,henkpoley,netjens,"Oct 16, 2008",2008,10,16,654
34337,henkpoley,redraiderbum,"Oct 16, 2008",2008,10,16,654
34338,henkpoley,meleebeats,"Oct 16, 2008",2008,10,16,654
34339,henkpoley,zonfor,"Oct 16, 2008",2008,10,16,654
34340,cornettt,mwmtjm,"Apr 25, 2007",2007,4,25,114
34341,cornettt,ootleman,"Apr 25, 2007",2007,4,25,114
34342,cornettt,dhart,"Apr 25, 2007",2007,4,25,114
34343,cornettt,dhart,"Apr 25, 2007",2007,4,25,114
34344,cornettt,ntaylor0909,"Apr 25, 2007",2007,4,25,114
34345,cornettt,robinjfisher,"Apr 25, 2007",2007,4,25,114
34346,cornettt,doomlord52,"Apr 25, 2007",2007,4,25,114
34347,cornettt,chiuchu,"Apr 25, 2007",2007,4,25,114
34348,cornettt,grosguillaume,"Apr 25, 2007",2007,4,25,114
34349,cornettt,gergnz,"Apr 25, 2007",2007,4,25,114
34350,cornettt,hjwasson,"Apr 25, 2007",2007,4,25,114
34351,justjoe9074,mwmtjm,"Apr 20, 2007",2007,4,20,109
34352,justjoe9074,ootleman,"Apr 20, 2007",2007,4,20,109
34353,justjoe9074,gordonbrown77,"Apr 20, 2007",2007,4,20,109
34354,justjoe9074,henrieb,"Apr 20, 2007",2007,4,20,109
34355,justjoe9074,javaprog07,"Apr 20, 2007",2007,4,20,109
34356,justjoe9074,pchris,"Apr 20, 2007",2007,4,20,109
34357,justjoe9074,doomlord52,"Apr 20, 2007",2007,4,20,109
34358,justjoe9074,lysglimt,"Apr 20, 2007",2007,4,20,109
34359,justjoe9074,lysglimt,"Apr 20, 2007",2007,4,20,109
34360,justjoe9074,sosorry,"Apr 20, 2007",2007,4,20,109
34361,justjoe9074,robertobiggio,"Apr 20, 2007",2007,4,20,109
34362,justjoe9074,rprouse,"Apr 20, 2007",2007,4,20,109
34363,justjoe9074,deric_lo,"Apr 20, 2007",2007,4,20,109
34364,justjoe9074,jspuds,"Apr 20, 2007",2007,4,20,109
34365,justjoe9074,sparky81884,"Apr 20, 2007",2007,4,20,109
34366,justjoe9074,jstanell,"Apr 20, 2007",2007,4,20,109
34367,justjoe9074,tgmaniac,"Apr 20, 2007",2007,4,20,109
34368,justjoe9074,acannyoldminx,"Apr 20, 2007",2007,4,20,109
34369,justjoe9074,cperng,"Apr 20, 2007",2007,4,20,109
34370,justjoe9074,tpreviti,"Apr 20, 2007",2007,4,20,109
34371,rfulton,googideas,"Jan 2, 2010",2010,1,2,1097
34372,rfulton,burkem,"Jan 3, 2010",2010,1,3,1098
34373,rfulton,jbrogers,"Jan 2, 2010",2010,1,2,1097
34374,rfulton,uklathemock,"Jan 2, 2010",2010,1,2,1097
34375,rfulton,davew,"Jan 2, 2010",2010,1,2,1097
34376,rfulton,phyriphiry,"Jan 3, 2010",2010,1,3,1098
34377,rfulton,drew08867,"Jan 2, 2010",2010,1,2,1097
34378,rfulton,ipaw,"Jan 2, 2010",2010,1,2,1097
34379,rfulton,petzymathuram,"Jan 3, 2010",2010,1,3,1098
34380,rfulton,krasmussen,"Jan 2, 2010",2010,1,2,1097
34381,rfulton,stormrider451,"Jan 3, 2010",2010,1,3,1098
34382,rfulton,HelpOnTheWay,"Jan 3, 2010",2010,1,3,1098
34383,rfulton,nobody,"Jan 3, 2010",2010,1,3,1098
34384,rfulton,swissadb,"Jan 3, 2010",2010,1,3,1098
34385,rfulton,abishai2,"Jan 3, 2010",2010,1,3,1098
34386,rfulton,mindydear,"Jan 3, 2010",2010,1,3,1098
34387,rfulton,yash.waykar,"Jan 3, 2010",2010,1,3,1098
34388,rfulton,tannemills,"Jan 2, 2010",2010,1,2,1097
34389,rfulton,stunners,"Jan 2, 2010",2010,1,2,1097
34390,mlupino,ootleman,"Jul 26, 2007",2007,7,26,206
34391,mlupino,dhart,"Jul 26, 2007",2007,7,26,206
34392,mlupino,john_saddington,"Jul 26, 2007",2007,7,26,206
34393,mlupino,robinjfisher,"Jul 26, 2007",2007,7,26,206
34394,mlupino,tim_lovaas,"Jul 26, 2007",2007,7,26,206
34395,mlupino,beefman,"Jul 26, 2007",2007,7,26,206
34396,mlupino,vfun,"Jul 26, 2007",2007,7,26,206
34397,mlupino,winoffice,"Jul 26, 2007",2007,7,26,206
34398,mlupino,reg,"Jul 26, 2007",2007,7,26,206
34399,mlupino,jorge,"Jul 26, 2007",2007,7,26,206
34400,mlupino,benjesuit,"Jul 26, 2007",2007,7,26,206
34401,mlupino,flasheypants,"Jul 26, 2007",2007,7,26,206
34402,mlupino,tleavit,"Jul 26, 2007",2007,7,26,206
34403,mlupino,quintin,"Jul 26, 2007",2007,7,26,206
34404,mlupino,sharoz,"Jul 26, 2007",2007,7,26,206
34405,mlupino,stewie,"Jul 26, 2007",2007,7,26,206
34406,mlupino,shnool,"Jul 26, 2007",2007,7,26,206
34407,mlupino,jervis961,"Jul 26, 2007",2007,7,26,206
34408,gizmo1172,clocks,"Jun 24, 2007",2007,6,24,174
34409,gizmo1172,mistern,"Jun 25, 2007",2007,6,25,175
34410,gizmo1172,benjesuit,"Jun 25, 2007",2007,6,25,175
34411,gizmo1172,kenjennings,"Jun 25, 2007",2007,6,25,175
34412,gizmo1172,kschang,"Jul 4, 2007",2007,7,4,184
34413,gizmo1172,cgarjeff,"Jul 4, 2007",2007,7,4,184
34414,gizmo1172,badblood,"Jun 30, 2007",2007,6,30,180
34415,gizmo1172,benjesuit,"Jul 4, 2007",2007,7,4,184
34416,gizmo1172,jmxz,"Jul 4, 2007",2007,7,4,184
34417,gizmo1172,gonzalo,"Jul 4, 2007",2007,7,4,184
34418,echrist1,terrymain,"May 1, 2007",2007,5,1,120
34419,echrist1,ootleman,"May 1, 2007",2007,5,1,120
34420,echrist1,gordonbrown77,"May 1, 2007",2007,5,1,120
34421,echrist1,dhart,"Jun 6, 2007",2007,6,6,156
34422,echrist1,gautam,"May 1, 2007",2007,5,1,120
34423,echrist1,googideas,"Jun 6, 2007",2007,6,6,156
34424,echrist1,astudios,"May 1, 2007",2007,5,1,120
34425,echrist1,agreer,"May 1, 2007",2007,5,1,120
34426,echrist1,dhart,"Jun 6, 2007",2007,6,6,156
34427,echrist1,uklathemock,"May 1, 2007",2007,5,1,120
34428,echrist1,robinjfisher,"Jun 6, 2007",2007,6,6,156
34429,echrist1,grosguillaume,"May 1, 2007",2007,5,1,120
34430,echrist1,gergnz,"May 1, 2007",2007,5,1,120
34431,echrist1,bastos,"May 1, 2007",2007,5,1,120
34432,echrist1,tingo,"May 1, 2007",2007,5,1,120
34433,echrist1,spm,"May 1, 2007",2007,5,1,120
34434,echrist1,icantseeyou,"May 1, 2007",2007,5,1,120
34435,echrist1,fgarpe,"May 1, 2007",2007,5,1,120
34436,echrist1,johnnyk,"Jun 5, 2007",2007,6,5,155
34437,akashagrawal22,Aloy,"Oct 18, 2009",2009,10,18,1021
34438,orion0314,ootleman,"Sep 22, 2008",2008,9,22,630
34439,orion0314,agreer,"Sep 22, 2008",2008,9,22,630
34440,orion0314,ergo,"Sep 22, 2008",2008,9,22,630
34441,orion0314,jervis961,"Oct 27, 2009",2009,10,27,1030
34442,orion0314,capman,"Sep 22, 2008",2008,9,22,630
34443,orion0314,mencargo,"Dec 19, 2008",2008,12,19,718
34444,orion0314,switters1,"Dec 19, 2008",2008,12,19,718
34445,orion0314,badblood,"Dec 19, 2008",2008,12,19,718
34446,orion0314,badblood,"Dec 19, 2008",2008,12,19,718
34447,orion0314,BrettMac,"Dec 19, 2008",2008,12,19,718
34448,orion0314,Foolster,"Dec 19, 2008",2008,12,19,718
34449,orion0314,Foolster,"Dec 19, 2008",2008,12,19,718
34450,orion0314,yogc76,"Dec 19, 2008",2008,12,19,718
34451,orion0314,green32,"Dec 19, 2008",2008,12,19,718
34452,orion0314,winoffice,"Dec 19, 2008",2008,12,19,718
34453,orion0314,Aloy,"Oct 27, 2009",2009,10,27,1030
34454,orion0314,mariob1,"Oct 27, 2009",2009,10,27,1030
34455,orion0314,rikitirax,"Oct 27, 2009",2009,10,27,1030
34456,krwilsonn,LAbear,"Oct 17, 2009",2009,10,17,1020
34457,bluff121,jervis961,"Sep 1, 2009",2009,9,1,974
34458,bluff121,yuvikaasharma,"Sep 1, 2009",2009,9,1,974
34459,awesomedeluxe,jorge,"Dec 15, 2009",2009,12,15,1079
34460,awesomedeluxe,sgogeta4,"Dec 14, 2009",2009,12,14,1078
34461,awesomedeluxe,Aus,"Dec 14, 2009",2009,12,14,1078
34462,awesomedeluxe,wayne62682,"Dec 14, 2009",2009,12,14,1078
34463,awesomedeluxe,cwienands,"Dec 14, 2009",2009,12,14,1078
34464,awesomedeluxe,pzach,"Dec 14, 2009",2009,12,14,1078
34465,awesomedeluxe,HerrKaputt,"Dec 14, 2009",2009,12,14,1078
34466,awesomedeluxe,daddo,"Dec 14, 2009",2009,12,14,1078
34467,awesomedeluxe,jervis961,"Dec 14, 2009",2009,12,14,1078
34468,awesomedeluxe,biophysics,"Dec 14, 2009",2009,12,14,1078
34469,awesomedeluxe,icarus75,"Dec 15, 2009",2009,12,15,1079
34470,awesomedeluxe,HerrKaputt,"Dec 14, 2009",2009,12,14,1078
34471,awesomedeluxe,Xa,"Dec 15, 2009",2009,12,15,1079
34472,exul182,cnmopt,"Aug 31, 2007",2007,8,31,242
34473,exul182,mistern,"Aug 31, 2007",2007,8,31,242
34474,exul182,realskript,"Aug 31, 2007",2007,8,31,242
34475,exul182,saleemohaib,"Sep 1, 2007",2007,9,1,243
34476,exul182,lorax1284,"Sep 1, 2007",2007,9,1,243
34477,exul182,kulpret,"Sep 1, 2007",2007,9,1,243
34478,exul182,cmdematos,"Sep 2, 2007",2007,9,2,244
34479,exul182,jp.moins_user,"Sep 2, 2007",2007,9,2,244
34480,exul182,kwifler,"Sep 3, 2007",2007,9,3,245
34481,exul182,rsimon,"Sep 3, 2007",2007,9,3,245
34482,exul182,jaskirat,"Sep 3, 2007",2007,9,3,245
34483,exul182,badblood,"Sep 3, 2007",2007,9,3,245
34484,exul182,bg02446,"Sep 6, 2007",2007,9,6,248
34485,exul182,icpeanuts,"Sep 6, 2007",2007,9,6,248
34486,exul182,jok3r,"Sep 6, 2007",2007,9,6,248
34487,exul182,jervis961,"Sep 6, 2007",2007,9,6,248
34488,exul182,jak,"Sep 6, 2007",2007,9,6,248
34489,exul182,badblood,"Sep 11, 2007",2007,9,11,253
34490,exul182,mike2912,"Sep 15, 2007",2007,9,15,257
34491,exul182,camf1217,"Sep 1, 2007",2007,9,1,243
34492,grinser,pstader,"Sep 21, 2007",2007,9,21,263
34493,grinser,ari_g,"Sep 21, 2007",2007,9,21,263
34494,grinser,manfred,"Sep 21, 2007",2007,9,21,263
34495,grinser,sjss,"Sep 21, 2007",2007,9,21,263
34496,grinser,billdenney,"Sep 21, 2007",2007,9,21,263
34497,grinser,jsun9,"Sep 21, 2007",2007,9,21,263
34498,grinser,froderor,"Sep 21, 2007",2007,9,21,263
34499,grinser,acquarian,"Sep 12, 2008",2008,9,12,620
34500,grinser,rockettech,"Sep 21, 2007",2007,9,21,263
34501,grinser,gacompguy,"Sep 21, 2007",2007,9,21,263
34502,grinser,lwinston,"Sep 21, 2007",2007,9,21,263
34503,grinser,davidgarthtorres,"Sep 21, 2007",2007,9,21,263
34504,grinser,adorettic,"Sep 21, 2007",2007,9,21,263
34505,grinser,mrw,"Sep 30, 2007",2007,9,30,272
34506,grinser,winoffice,"Sep 12, 2008",2008,9,12,620
34507,grinser,danieljoerg,"Sep 12, 2008",2008,9,12,620
34508,grinser,brokencrystal,"Sep 12, 2008",2008,9,12,620
34509,grinser,ccpljat,"Sep 12, 2008",2008,9,12,620
34510,grinser,nazukeoya,"Sep 12, 2008",2008,9,12,620
34511,grinser,marnix,"Sep 16, 2008",2008,9,16,624
34512,laujie,sanjeev,"May 31, 2008",2008,5,31,516
34513,laujie,ergo,"May 31, 2008",2008,5,31,516
34514,laujie,okroger104,"May 31, 2008",2008,5,31,516
34515,laujie,hanlya,"May 31, 2008",2008,5,31,516
34516,laujie,jmxz,"May 31, 2008",2008,5,31,516
34517,laujie,redrubberpenguin,"May 31, 2008",2008,5,31,516
34518,laujie,james-94,"May 31, 2008",2008,5,31,516
34519,laujie,thundergrey,"Jun 10, 2008",2008,6,10,526
34520,laujie,phubert,"May 31, 2008",2008,5,31,516
34521,laujie,jervis961,"Jun 10, 2008",2008,6,10,526
34522,laujie,darthomer,"May 31, 2008",2008,5,31,516
34523,laujie,aikiwolfie,"May 31, 2008",2008,5,31,516
34524,laujie,ghuiber,"Jun 10, 2008",2008,6,10,526
34525,laujie,bbr,"May 31, 2008",2008,5,31,516
34526,laujie,james-94,"Jun 10, 2008",2008,6,10,526
34527,laujie,flipper771,"Jun 10, 2008",2008,6,10,526
34528,laujie,contrast123,"Jun 10, 2008",2008,6,10,526
34529,laujie,helmecj01,"Jun 10, 2008",2008,6,10,526
34530,laujie,mandarinka,"Jun 10, 2008",2008,6,10,526
34531,laujie,junior,"Jun 10, 2008",2008,6,10,526
34532,thejedimaster,pwalker,"Apr 26, 2007",2007,4,26,115
34533,thejedimaster,carap,"Apr 26, 2007",2007,4,26,115
34534,thejedimaster,evilspell,"Apr 26, 2007",2007,4,26,115
34535,thejedimaster,jervis961,"Apr 26, 2007",2007,4,26,115
34536,thejedimaster,pchris,"Apr 26, 2007",2007,4,26,115
34537,thejedimaster,raymc,"Apr 26, 2007",2007,4,26,115
34538,thejedimaster,solidsource,"Apr 26, 2007",2007,4,26,115
34539,thejedimaster,rguptaos-dyndns,"Apr 26, 2007",2007,4,26,115
34540,thejedimaster,joeaguy,"Apr 26, 2007",2007,4,26,115
34541,thejedimaster,pbh101,"Apr 26, 2007",2007,4,26,115
34542,thejedimaster,scotty,"Apr 26, 2007",2007,4,26,115
34543,thejedimaster,ramsay,"Apr 26, 2007",2007,4,26,115
34544,thejedimaster,jspuds,"Apr 26, 2007",2007,4,26,115
34545,thejedimaster,rseibel,"Apr 26, 2007",2007,4,26,115
34546,thejedimaster,celticgibson,"Apr 26, 2007",2007,4,26,115
34547,thejedimaster,aussie_guy,"Apr 26, 2007",2007,4,26,115
34548,thejedimaster,hjwasson,"Apr 26, 2007",2007,4,26,115
34549,thejedimaster,gkings70,"Apr 26, 2007",2007,4,26,115
34550,thejedimaster,helmecj01,"May 8, 2007",2007,5,8,127
34551,thejedimaster,reg,"May 8, 2007",2007,5,8,127
34552,cthibodeau,dell_admin1,"May 9, 2007",2007,5,9,128
34553,leviathan,mucho,"Feb 24, 2007",2007,2,24,54
34554,leviathan,logi,"Feb 24, 2007",2007,2,24,54
34555,leviathan,ootleman,"Feb 24, 2007",2007,2,24,54
34556,leviathan,kman79,"Feb 24, 2007",2007,2,24,54
34557,leviathan,henrieb,"Feb 24, 2007",2007,2,24,54
34558,leviathan,usapatriot,"Feb 24, 2007",2007,2,24,54
34559,leviathan,astudios,"Feb 24, 2007",2007,2,24,54
34560,leviathan,javaprog07,"Feb 24, 2007",2007,2,24,54
34561,leviathan,googideas,"Feb 24, 2007",2007,2,24,54
34562,leviathan,notquitehere188,"Feb 24, 2007",2007,2,24,54
34563,leviathan,uklathemock,"Feb 24, 2007",2007,2,24,54
34564,leviathan,doomlord52,"Feb 24, 2007",2007,2,24,54
34565,leviathan,pepitoe,"Feb 24, 2007",2007,2,24,54
34566,leviathan,xhotardx,"Feb 24, 2007",2007,2,24,54
34567,spikeymike,farizaco,"Aug 1, 2008",2008,8,1,578
34568,spikeymike,brokencrystal,"Aug 1, 2008",2008,8,1,578
34569,pdadigest,genjinaro,"Jun 7, 2007",2007,6,7,157
34570,wictor,logi,"Mar 11, 2007",2007,3,11,69
34571,wictor,ootleman,"Mar 6, 2007",2007,3,6,64
34572,wictor,pchris,"Mar 6, 2007",2007,3,6,64
34573,wictor,agreer,"Mar 6, 2007",2007,3,6,64
34574,wictor,danwarne,"Mar 6, 2007",2007,3,6,64
34575,wictor,rarmasu,"Mar 23, 2007",2007,3,23,81
34576,wictor,scotty,"Mar 6, 2007",2007,3,6,64
34577,wictor,mdpn,"Mar 6, 2007",2007,3,6,64
34578,wictor,sr45,"Mar 11, 2007",2007,3,11,69
34579,wictor,maieie,"Mar 11, 2007",2007,3,11,69
34580,wictor,sr45,"Mar 11, 2007",2007,3,11,69
34581,wictor,helmecj01,"Mar 12, 2007",2007,3,12,70
34582,wictor,labtroll,"Mar 13, 2007",2007,3,13,71
34583,wictor,lektronimo,"Mar 15, 2007",2007,3,15,73
34584,wictor,azs,"Mar 17, 2007",2007,3,17,75
34585,wictor,leovu,"Mar 23, 2007",2007,3,23,81
34586,wictor,dell_admin1,"Apr 26, 2007",2007,4,26,115
34587,monkey52892,dhart,"Jul 2, 2007",2007,7,2,182
34588,monkey52892,guardianxps,"Jul 2, 2007",2007,7,2,182
34589,monkey52892,drew08867,"Jul 2, 2007",2007,7,2,182
34590,monkey52892,johnpro,"Jul 2, 2007",2007,7,2,182
34591,monkey52892,drew08867,"Jul 2, 2007",2007,7,2,182
34592,monkey52892,drew08867,"Jul 2, 2007",2007,7,2,182
34593,monkey52892,arenaninja,"Jul 2, 2007",2007,7,2,182
34594,monkey52892,kokuryu,"Jul 2, 2007",2007,7,2,182
34595,monkey52892,daniel117,"Jul 2, 2007",2007,7,2,182
34596,monkey52892,dpini,"Jul 2, 2007",2007,7,2,182
34597,monkey52892,robert,"Jul 2, 2007",2007,7,2,182
34598,monkey52892,benjesuit,"Jul 2, 2007",2007,7,2,182
34599,monkey52892,lordshipmayhem,"Jul 2, 2007",2007,7,2,182
34600,monkey52892,jorge,"Jul 2, 2007",2007,7,2,182
34601,monkey52892,pkchen,"Jul 2, 2007",2007,7,2,182
34602,monkey52892,jmxz,"Jul 2, 2007",2007,7,2,182
34603,monkey52892,daniel117,"Jul 2, 2007",2007,7,2,182
34604,monkey52892,jorge,"Jul 2, 2007",2007,7,2,182
34605,monkey52892,ptcase,"Jul 2, 2007",2007,7,2,182
34606,monkey52892,benjesuit,"Jul 2, 2007",2007,7,2,182
34607,topher397,gatorbay,"Jul 10, 2007",2007,7,10,190
34608,topher397,audiofree,"Jul 11, 2007",2007,7,11,191
34609,topher397,nardzro,"Jul 11, 2007",2007,7,11,191
34610,squirekyle,logi,"Apr 4, 2007",2007,4,4,93
34611,squirekyle,gordonbrown77,"Apr 8, 2007",2007,4,8,97
34612,squirekyle,skyfighter,"Sep 18, 2007",2007,9,18,260
34613,squirekyle,kokuryu,"Sep 18, 2007",2007,9,18,260
34614,squirekyle,shams,"Sep 18, 2007",2007,9,18,260
34615,squirekyle,ielian,"Sep 18, 2007",2007,9,18,260
34616,squirekyle,yellowspaced,"Sep 18, 2007",2007,9,18,260
34617,squirekyle,mikedee,"Apr 4, 2007",2007,4,4,93
34618,squirekyle,phdelval,"Apr 4, 2007",2007,4,4,93
34619,squirekyle,einstein2.0,"Apr 4, 2007",2007,4,4,93
34620,squirekyle,badblood,"Apr 8, 2007",2007,4,8,97
34621,squirekyle,myrmecophagavir,"Apr 8, 2007",2007,4,8,97
34622,squirekyle,shienarier,"Apr 8, 2007",2007,4,8,97
34623,squirekyle,ipaw,"Sep 18, 2007",2007,9,18,260
34624,squirekyle,streaks,"Sep 18, 2007",2007,9,18,260
34625,squirekyle,yardsale,"Sep 18, 2007",2007,9,18,260
34626,squirekyle,qgonjon,"Sep 18, 2007",2007,9,18,260
34627,squirekyle,reg,"Sep 18, 2007",2007,9,18,260
34628,mr.brightside,palthainon,"May 22, 2008",2008,5,22,507
34629,mr.brightside,impulse,"May 22, 2008",2008,5,22,507
34630,mr.brightside,phil.christs,"May 22, 2008",2008,5,22,507
34631,mr.brightside,bosweto,"May 22, 2008",2008,5,22,507
34632,mr.brightside,nsenman,"May 22, 2008",2008,5,22,507
34633,mr.brightside,siger,"May 22, 2008",2008,5,22,507
34634,mr.brightside,ward733,"May 23, 2008",2008,5,23,508
34635,mr.brightside,siger,"May 23, 2008",2008,5,23,508
34636,mr.brightside,juliwehmeyer,"Aug 5, 2008",2008,8,5,582
34637,mr.brightside,adog317,"Aug 6, 2008",2008,8,6,583
34638,asauterchicago,rescuehog,"Dec 4, 2007",2007,12,4,337
34639,jacqsj14,robinjfisher,"Jun 30, 2008",2008,6,30,546
34640,jacqsj14,fabiods,"Jun 30, 2008",2008,6,30,546
34641,jacqsj14,badblood,"Jun 30, 2008",2008,6,30,546
34642,jacqsj14,badblood,"Jun 30, 2008",2008,6,30,546
34643,jacqsj14,falbert,"Jun 30, 2008",2008,6,30,546
34644,jacqsj14,inczo757,"Jun 30, 2008",2008,6,30,546
34645,jacqsj14,witness1216,"Jun 30, 2008",2008,6,30,546
34646,jacqsj14,tbone22,"Jun 30, 2008",2008,6,30,546
34647,jacqsj14,coldtrain9,"Jun 30, 2008",2008,6,30,546
34648,alexs45,john_saddington,"Feb 21, 2007",2007,2,21,51
34649,karpo,dhart,"Feb 20, 2007",2007,2,20,50
34650,karpo,pawprintz,"Feb 20, 2007",2007,2,20,50
34651,karpo,dhart,"Feb 20, 2007",2007,2,20,50
34652,ruben,terrymain,"Mar 30, 2007",2007,3,30,88
34653,ruben,ootleman,"Mar 30, 2007",2007,3,30,88
34654,ruben,dhart,"Mar 30, 2007",2007,3,30,88
34655,ruben,pawprintz,"Mar 30, 2007",2007,3,30,88
34656,ruben,robinjfisher,"Mar 30, 2007",2007,3,30,88
34657,ruben,chiuchu,"Mar 30, 2007",2007,3,30,88
34658,ruben,gergnz,"Mar 30, 2007",2007,3,30,88
34659,ruben,yesmathew,"Mar 30, 2007",2007,3,30,88
34660,ruben,rarmasu,"Apr 12, 2007",2007,4,12,101
34661,ruben,jmxz,"Mar 30, 2007",2007,3,30,88
34662,ruben,mattd,"Mar 30, 2007",2007,3,30,88
34663,ruben,kumvjuec,"Mar 30, 2007",2007,3,30,88
34664,ruben,jackshamilton,"Mar 30, 2007",2007,3,30,88
34665,ruben,nekrobyte,"Mar 30, 2007",2007,3,30,88
34666,ruben,yoratz,"Mar 30, 2007",2007,3,30,88
34667,ruben,badblood,"Apr 12, 2007",2007,4,12,101
34668,clicky,oldsalerogls,"Apr 20, 2007",2007,4,20,109
34669,clicky,howardnyc,"Apr 20, 2007",2007,4,20,109
34670,clicky,socunasindria,"Apr 20, 2007",2007,4,20,109
34671,clicky,theblackcat,"Apr 20, 2007",2007,4,20,109
34672,clicky,pepitoe,"Apr 20, 2007",2007,4,20,109
34673,thehookersunion,gplgeek,"Mar 11, 2007",2007,3,11,69
34674,thehookersunion,fireball,"Mar 11, 2007",2007,3,11,69
34675,wetumka_ok,dhart,"Mar 9, 2007",2007,3,9,67
34676,wetumka_ok,dhart,"Mar 9, 2007",2007,3,9,67
34677,wetumka_ok,ntaylor0909,"Mar 9, 2007",2007,3,9,67
34678,wetumka_ok,chiuchu,"Mar 9, 2007",2007,3,9,67
34679,wetumka_ok,grosguillaume,"Mar 9, 2007",2007,3,9,67
34680,wetumka_ok,gergnz,"Mar 9, 2007",2007,3,9,67
34681,wetumka_ok,yesmathew,"Mar 9, 2007",2007,3,9,67
34682,bradleydsmith,dhart,"Feb 21, 2007",2007,2,21,51
34683,bradleydsmith,henrieb,"Feb 21, 2007",2007,2,21,51
34684,bradleydsmith,pawprintz,"Feb 24, 2007",2007,2,24,54
34685,bradleydsmith,dhart,"Feb 21, 2007",2007,2,21,51
34686,bradleydsmith,gergnz,"Feb 24, 2007",2007,2,24,54
34687,bradleydsmith,thorin_2,"Feb 21, 2007",2007,2,21,51
34688,bradleydsmith,jfelisky,"Feb 21, 2007",2007,2,21,51
34689,bradleydsmith,jontheisguy,"Feb 24, 2007",2007,2,24,54
34690,bradleydsmith,slcoleman,"Feb 24, 2007",2007,2,24,54
34691,bradleydsmith,sanguinemoon,"Mar 2, 2007",2007,3,2,60
34692,wawadkaka,javaprog07,"Apr 20, 2007",2007,4,20,109
34693,wawadkaka,polarwolf,"Apr 20, 2007",2007,4,20,109
34694,wawadkaka,evilhom3r,"Apr 20, 2007",2007,4,20,109
34695,diabolikmachine,logi,"Apr 1, 2007",2007,4,1,90
34696,diabolikmachine,dhart,"Apr 1, 2007",2007,4,1,90
34697,diabolikmachine,pawprintz,"Apr 1, 2007",2007,4,1,90
34698,diabolikmachine,pchris,"Apr 1, 2007",2007,4,1,90
34699,diabolikmachine,ntaylor0909,"Apr 3, 2007",2007,4,3,92
34700,diabolikmachine,davew,"Jun 14, 2007",2007,6,14,164
34701,diabolikmachine,robinjfisher,"Apr 1, 2007",2007,4,1,90
34702,diabolikmachine,chiuchu,"Apr 1, 2007",2007,4,1,90
34703,diabolikmachine,winoffice,"Jun 14, 2007",2007,6,14,164
34704,diabolikmachine,ergo,"Jun 14, 2007",2007,6,14,164
34705,diabolikmachine,yesmathew,"Jun 14, 2007",2007,6,14,164
34706,diabolikmachine,josmar52789,"Jun 14, 2007",2007,6,14,164
34707,diabolikmachine,mistern,"Jun 14, 2007",2007,6,14,164
34708,diabolikmachine,reg,"Jun 14, 2007",2007,6,14,164
34709,coolcolin09,pwalker,"Feb 18, 2007",2007,2,18,48
34710,coolcolin09,adrian,"Feb 18, 2007",2007,2,18,48
34711,coolcolin09,pwalker,"Feb 18, 2007",2007,2,18,48
